"Start Time (UTCG)","Stop Time (UTCG)","Duration (sec)","Start Time (UTCG)","Stop Time (UTCG)","Duration (sec)","Start Time (UTCG)","Stop Time (UTCG)","Duration (sec)"
2 Jan 2027 17:53:01.066,2 Jan 2027 18:54:29.207,3688.141,1 Jan 2027 21:07:50.459,1 Jan 2027 21:08:00.195,9.735,2 Jan 2027 17:18:52.572,2 Jan 2027 17:52:51.322,2038.751
2 Jan 2027 19:28:47.283,2 Jan 2027 20:30:15.475,3688.192,1 Jan 2027 22:09:27.664,1 Jan 2027 22:09:37.288,9.625,2 Jan 2027 18:54:38.840,2 Jan 2027 19:28:37.538,2038.698
2 Jan 2027 21:04:33.498,2 Jan 2027 22:06:01.743,3688.244,1 Jan 2027 22:43:36.684,1 Jan 2027 22:43:46.420,9.736,2 Jan 2027 20:30:25.109,2 Jan 2027 21:04:23.753,2038.643
2 Jan 2027 22:40:19.715,2 Jan 2027 23:41:48.010,3688.295,1 Jan 2027 23:45:13.941,1 Jan 2027 23:45:23.565,9.624,2 Jan 2027 22:06:11.378,2 Jan 2027 22:40:09.969,2038.591
3 Jan 2027 00:16:05.931,3 Jan 2027 01:17:34.276,3688.345,2 Jan 2027 00:19:22.906,2 Jan 2027 00:19:32.643,9.736,2 Jan 2027 23:41:57.646,3 Jan 2027 00:15:56.184,2038.539
3 Jan 2027 01:51:52.146,3 Jan 2027 02:53:20.542,3688.397,2 Jan 2027 01:21:00.215,2 Jan 2027 01:21:09.843,9.627,3 Jan 2027 01:17:43.913,3 Jan 2027 01:51:42.398,2038.485
3 Jan 2027 03:27:38.358,3 Jan 2027 04:29:06.808,3688.450,2 Jan 2027 01:55:09.128,2 Jan 2027 01:55:18.865,9.737,3 Jan 2027 02:53:30.179,3 Jan 2027 03:27:28.610,2038.430
3 Jan 2027 05:03:24.571,3 Jan 2027 06:04:53.072,3688.501,2 Jan 2027 02:56:46.490,2 Jan 2027 02:56:56.117,9.627,3 Jan 2027 04:29:16.446,3 Jan 2027 05:03:14.822,2038.377
3 Jan 2027 06:39:10.784,3 Jan 2027 07:40:39.338,3688.554,2 Jan 2027 03:30:55.353,2 Jan 2027 03:31:05.089,9.736,3 Jan 2027 06:05:02.712,3 Jan 2027 06:39:01.036,2038.324
3 Jan 2027 08:14:56.996,3 Jan 2027 09:16:25.601,3688.606,2 Jan 2027 04:32:32.765,2 Jan 2027 04:32:42.392,9.628,3 Jan 2027 07:40:48.977,3 Jan 2027 08:14:47.245,2038.268
3 Jan 2027 09:50:43.206,3 Jan 2027 10:52:11.864,3688.658,2 Jan 2027 05:06:41.574,2 Jan 2027 05:06:51.311,9.737,3 Jan 2027 09:16:35.241,3 Jan 2027 09:50:33.456,2038.215
3 Jan 2027 11:26:29.417,3 Jan 2027 12:27:58.125,3688.708,2 Jan 2027 06:08:19.038,2 Jan 2027 06:08:28.668,9.629,3 Jan 2027 10:52:21.505,3 Jan 2027 11:26:19.668,2038.163
3 Jan 2027 13:02:15.628,3 Jan 2027 14:03:44.387,3688.759,2 Jan 2027 06:42:27.795,2 Jan 2027 06:42:37.533,9.738,3 Jan 2027 12:28:07.767,3 Jan 2027 13:02:05.876,2038.109
3 Jan 2027 14:38:01.839,3 Jan 2027 15:39:30.648,3688.809,2 Jan 2027 07:44:05.311,2 Jan 2027 07:44:14.942,9.630,3 Jan 2027 14:03:54.029,3 Jan 2027 14:37:52.083,2038.054
3 Jan 2027 16:13:48.046,3 Jan 2027 17:15:16.909,3688.862,2 Jan 2027 08:18:14.014,2 Jan 2027 08:18:23.754,9.740,3 Jan 2027 15:39:40.291,3 Jan 2027 16:13:38.293,2038.002
3 Jan 2027 17:49:34.256,3 Jan 2027 18:51:03.168,3688.912,2 Jan 2027 09:19:51.585,2 Jan 2027 09:20:01.215,9.630,3 Jan 2027 17:15:26.552,3 Jan 2027 17:49:24.502,2037.950
3 Jan 2027 19:25:20.464,3 Jan 2027 20:26:49.428,3688.964,2 Jan 2027 09:54:00.235,2 Jan 2027 09:54:09.975,9.741,3 Jan 2027 18:51:12.813,3 Jan 2027 19:25:10.708,2037.895
3 Jan 2027 21:01:06.670,3 Jan 2027 22:02:35.687,3689.017,2 Jan 2027 10:55:37.857,2 Jan 2027 10:55:47.487,9.630,3 Jan 2027 20:26:59.073,3 Jan 2027 21:00:56.916,2037.843
3 Jan 2027 22:36:52.878,3 Jan 2027 23:38:21.945,3689.067,2 Jan 2027 11:29:46.452,2 Jan 2027 11:29:56.196,9.744,3 Jan 2027 22:02:45.332,3 Jan 2027 22:36:43.122,2037.789
4 Jan 2027 00:12:39.084,4 Jan 2027 01:14:08.203,3689.119,2 Jan 2027 12:31:24.127,2 Jan 2027 12:31:33.758,9.631,3 Jan 2027 23:38:31.592,4 Jan 2027 00:12:29.327,2037.735
4 Jan 2027 01:48:25.289,4 Jan 2027 02:49:54.460,3689.171,2 Jan 2027 13:05:32.670,2 Jan 2027 13:05:42.413,9.743,4 Jan 2027 01:14:17.850,4 Jan 2027 01:48:15.532,2037.681
4 Jan 2027 03:24:11.493,4 Jan 2027 04:25:40.717,3689.224,2 Jan 2027 14:07:10.398,2 Jan 2027 14:07:20.030,9.632,4 Jan 2027 02:50:04.108,4 Jan 2027 03:24:01.734,2037.626
4 Jan 2027 04:59:57.697,4 Jan 2027 06:01:26.971,3689.274,2 Jan 2027 14:41:18.890,2 Jan 2027 14:41:28.631,9.741,4 Jan 2027 04:25:50.365,4 Jan 2027 04:59:47.940,2037.575
4 Jan 2027 06:35:43.901,4 Jan 2027 07:37:13.226,3689.326,2 Jan 2027 15:42:56.669,2 Jan 2027 15:43:06.302,9.632,4 Jan 2027 06:01:36.622,4 Jan 2027 06:35:34.141,2037.519
4 Jan 2027 08:11:30.105,4 Jan 2027 09:12:59.482,3689.377,2 Jan 2027 16:17:05.107,2 Jan 2027 16:17:14.851,9.744,4 Jan 2027 07:37:22.876,4 Jan 2027 08:11:20.345,2037.468
4 Jan 2027 09:47:16.308,4 Jan 2027 10:48:45.735,3689.427,2 Jan 2027 17:18:42.939,2 Jan 2027 17:18:52.572,9.633,4 Jan 2027 09:13:09.131,4 Jan 2027 09:47:06.545,2037.414
4 Jan 2027 11:23:02.508,4 Jan 2027 12:24:31.988,3689.480,2 Jan 2027 17:52:51.322,2 Jan 2027 17:53:01.066,9.743,4 Jan 2027 10:48:55.386,4 Jan 2027 11:22:52.748,2037.362
4 Jan 2027 12:58:48.711,4 Jan 2027 14:00:18.241,3689.530,2 Jan 2027 18:54:29.207,2 Jan 2027 18:54:38.840,9.634,4 Jan 2027 12:24:41.640,4 Jan 2027 12:58:38.949,2037.308
4 Jan 2027 14:34:34.910,4 Jan 2027 15:36:04.494,3689.584,2 Jan 2027 19:28:37.538,2 Jan 2027 19:28:47.283,9.745,4 Jan 2027 14:00:27.895,4 Jan 2027 14:34:25.147,2037.252
4 Jan 2027 16:10:21.112,4 Jan 2027 17:11:50.746,3689.634,2 Jan 2027 20:30:15.475,2 Jan 2027 20:30:25.109,9.634,4 Jan 2027 15:36:14.148,4 Jan 2027 16:10:11.350,2037.202
4 Jan 2027 17:46:07.310,4 Jan 2027 18:47:36.997,3689.687,2 Jan 2027 21:04:23.753,2 Jan 2027 21:04:33.498,9.745,4 Jan 2027 17:12:00.400,4 Jan 2027 17:45:57.545,2037.145
4 Jan 2027 19:21:53.511,4 Jan 2027 20:23:23.247,3689.736,2 Jan 2027 22:06:01.743,2 Jan 2027 22:06:11.378,9.635,4 Jan 2027 18:47:46.651,4 Jan 2027 19:21:43.743,2037.091
4 Jan 2027 20:57:39.707,4 Jan 2027 21:59:09.496,3689.789,2 Jan 2027 22:40:09.969,2 Jan 2027 22:40:19.715,9.746,4 Jan 2027 20:23:32.902,4 Jan 2027 20:57:29.943,2037.040
4 Jan 2027 22:33:25.906,4 Jan 2027 23:34:55.746,3689.840,2 Jan 2027 23:41:48.010,2 Jan 2027 23:41:57.646,9.636,4 Jan 2027 21:59:19.152,4 Jan 2027 22:33:16.138,2036.987
5 Jan 2027 00:09:12.103,5 Jan 2027 01:10:41.995,3689.891,3 Jan 2027 00:15:56.184,3 Jan 2027 00:16:05.931,9.747,4 Jan 2027 23:35:05.403,5 Jan 2027 00:09:02.336,2036.934
5 Jan 2027 01:44:58.297,5 Jan 2027 02:46:28.241,3689.944,3 Jan 2027 01:17:34.276,3 Jan 2027 01:17:43.913,9.637,5 Jan 2027 01:10:51.652,5 Jan 2027 01:44:48.532,2036.880
5 Jan 2027 03:20:44.494,5 Jan 2027 04:22:14.489,3689.994,3 Jan 2027 01:51:42.398,3 Jan 2027 01:51:52.146,9.747,5 Jan 2027 02:46:37.899,5 Jan 2027 03:20:34.728,2036.828
5 Jan 2027 04:56:30.691,5 Jan 2027 05:58:00.735,3690.044,3 Jan 2027 02:53:20.542,3 Jan 2027 02:53:30.179,9.637,5 Jan 2027 04:22:24.149,5 Jan 2027 04:56:20.922,2036.774
5 Jan 2027 06:32:16.885,5 Jan 2027 07:33:46.983,3690.098,3 Jan 2027 03:27:28.610,3 Jan 2027 03:27:38.358,9.748,5 Jan 2027 05:58:10.396,5 Jan 2027 06:32:07.117,2036.721
5 Jan 2027 08:08:03.080,5 Jan 2027 09:09:33.228,3690.148,3 Jan 2027 04:29:06.808,3 Jan 2027 04:29:16.446,9.638,5 Jan 2027 07:33:56.643,5 Jan 2027 08:07:53.308,2036.666
5 Jan 2027 09:43:49.273,5 Jan 2027 10:45:19.473,3690.201,3 Jan 2027 05:03:14.822,3 Jan 2027 05:03:24.571,9.749,5 Jan 2027 09:09:42.889,5 Jan 2027 09:43:39.503,2036.614
5 Jan 2027 11:19:35.467,5 Jan 2027 12:21:05.716,3690.249,3 Jan 2027 06:04:53.072,3 Jan 2027 06:05:02.712,9.640,5 Jan 2027 10:45:29.135,5 Jan 2027 11:19:25.694,2036.559
5 Jan 2027 12:55:21.658,5 Jan 2027 13:56:51.960,3690.302,3 Jan 2027 06:39:01.036,3 Jan 2027 06:39:10.784,9.748,5 Jan 2027 12:21:15.380,5 Jan 2027 12:55:11.886,2036.506
5 Jan 2027 14:31:07.851,5 Jan 2027 15:32:38.203,3690.352,3 Jan 2027 07:40:39.338,3 Jan 2027 07:40:48.977,9.639,5 Jan 2027 13:57:01.623,5 Jan 2027 14:30:58.078,2036.455
5 Jan 2027 16:06:54.041,5 Jan 2027 17:08:24.446,3690.405,3 Jan 2027 08:14:47.245,3 Jan 2027 08:14:56.996,9.750,5 Jan 2027 15:32:47.867,5 Jan 2027 16:06:44.267,2036.401
5 Jan 2027 17:42:40.231,5 Jan 2027 18:44:10.688,3690.457,3 Jan 2027 09:16:25.601,3 Jan 2027 09:16:35.241,9.640,5 Jan 2027 17:08:34.110,5 Jan 2027 17:42:30.459,2036.349
5 Jan 2027 19:18:26.421,5 Jan 2027 20:19:56.929,3690.508,3 Jan 2027 09:50:33.456,3 Jan 2027 09:50:43.206,9.750,5 Jan 2027 18:44:20.353,5 Jan 2027 19:18:16.649,2036.296
5 Jan 2027 20:54:12.612,5 Jan 2027 21:55:43.170,3690.558,3 Jan 2027 10:52:11.864,3 Jan 2027 10:52:21.505,9.641,5 Jan 2027 20:20:06.595,5 Jan 2027 20:54:02.836,2036.241
5 Jan 2027 22:29:58.802,5 Jan 2027 23:31:29.410,3690.608,3 Jan 2027 11:26:19.668,3 Jan 2027 11:26:29.417,9.749,5 Jan 2027 21:55:52.836,5 Jan 2027 22:29:49.026,2036.190
6 Jan 2027 00:05:44.989,6 Jan 2027 01:07:15.651,3690.662,3 Jan 2027 12:27:58.125,3 Jan 2027 12:28:07.767,9.641,5 Jan 2027 23:31:39.078,6 Jan 2027 00:05:35.214,2036.136
6 Jan 2027 01:41:31.178,6 Jan 2027 02:43:01.890,3690.711,3 Jan 2027 13:02:05.876,3 Jan 2027 13:02:15.628,9.752,6 Jan 2027 01:07:25.318,6 Jan 2027 01:41:21.399,2036.081
6 Jan 2027 03:17:17.366,6 Jan 2027 04:18:48.128,3690.762,3 Jan 2027 14:03:44.387,3 Jan 2027 14:03:54.029,9.642,6 Jan 2027 02:43:11.558,6 Jan 2027 03:17:07.586,2036.028
6 Jan 2027 04:53:03.550,6 Jan 2027 05:54:34.366,3690.816,3 Jan 2027 14:37:52.083,3 Jan 2027 14:38:01.839,9.755,6 Jan 2027 04:18:57.797,6 Jan 2027 04:52:53.773,2035.976
6 Jan 2027 06:28:49.738,6 Jan 2027 07:30:20.602,3690.864,3 Jan 2027 15:39:30.648,3 Jan 2027 15:39:40.291,9.643,6 Jan 2027 05:54:44.035,6 Jan 2027 06:28:39.958,2035.923
6 Jan 2027 08:04:35.922,6 Jan 2027 09:06:06.838,3690.916,3 Jan 2027 16:13:38.293,3 Jan 2027 16:13:48.046,9.754,6 Jan 2027 07:30:30.272,6 Jan 2027 08:04:26.142,2035.870
